""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_0088"	53	74	52	38	55	47	35	"    14.54"	"    11.38"	"     9.53"	"    12.52"	"     9.99"	"     8.42"	"     9.87"	" 3.96"	" 3.63"	" 3.40"	" 3.76"	" 3.46"	" 3.24"	" 3.44"	"Tery_0088"	"gene87"	"CDS"	122033	123379	"-"	"CP000393.1"	"serine/threonine protein kinase with FHA domain"	"PFAM: Forkhead-associated protein kinase~SMART: Tyrosine protein kinase Serine/threonine protein kinase~KEGG: ana:alr4954 serine/threonine kinase"	"InterPro:IPR000253,InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR002290,NCBI_GP:ABG49594.1"
"Tery_0089"	434	823	618	467	783	961	432	"   119.02"	"   126.60"	"   113.24"	"   153.86"	"   142.21"	"   172.15"	"   121.77"	" 6.91"	" 7.00"	" 6.84"	" 7.27"	" 7.16"	" 7.44"	" 6.94"	"Tery_0089"	"gene88"	"CDS"	124516	125490	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:alr2712 hypothetical protein"	"NCBI_GP:ABG49595.1"
"Tery_0090"	258	480	375	271	425	565	258	"    70.76"	"    73.84"	"    68.71"	"    89.29"	"    77.19"	"   101.21"	"    72.73"	" 6.17"	" 6.23"	" 6.12"	" 6.50"	" 6.29"	" 6.68"	" 6.20"	"Tery_0090"	"gene89"	"CDS"	125895	127244	"+"	"CP000393.1"	"protein of unknown function DUF323"	"PFAM: protein of unknown function DUF323~KEGG: son:SO4465 hypothetical protein"	"InterPro:IPR005532,NCBI_GP:ABG49596.1"
"Tery_0091"	20	24	23	8	18	15	9	"     5.49"	"     3.69"	"     4.21"	"     2.64"	"     3.27"	"     2.69"	"     2.54"	" 2.70"	" 2.23"	" 2.38"	" 1.86"	" 2.09"	" 1.88"	" 1.82"	"Tery_0091"	"gene90"	"CDS"	127898	128116	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49597.1"
"Tery_0093"	102	196	157	138	344	135	109	"    27.97"	"    30.15"	"    28.77"	"    45.47"	"    62.48"	"    24.18"	"    30.73"	" 4.86"	" 4.96"	" 4.90"	" 5.54"	" 5.99"	" 4.65"	" 4.99"	"Tery_0093"	"gene92"	"CDS"	129597	129836	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49598.1"
"Tery_0094"	320	485	342	366	593	735	268	"    87.76"	"    74.61"	"    62.67"	"   120.59"	"   107.71"	"   131.67"	"    75.55"	" 6.47"	" 6.24"	" 5.99"	" 6.93"	" 6.76"	" 7.05"	" 6.26"	"Tery_0094"	"gene93"	"CDS"	130201	130701	"+"	"CP000393.1"	"protein of unknown function DUF427"	"PFAM: protein of unknown function DUF427~KEGG: ava:Ava_1190 protein of unknown function DUF427"	"InterPro:IPR007361,NCBI_GP:ABG49599.1"
"Tery_0096"	207	391	227	243	511	346	161	"    56.77"	"    60.15"	"    41.59"	"    80.06"	"    92.81"	"    61.98"	"    45.38"	" 5.85"	" 5.93"	" 5.41"	" 6.34"	" 6.55"	" 5.98"	" 5.54"	"Tery_0096"	"gene95"	"CDS"	131093	131992	"+"	"CP000393.1"	"Methyltransferase type 12"	"PFAM: Methyltransferase type 12~KEGG: bta:613413 histamine N-methyltransferase"	"InterPro:IPR000051,InterPro:IPR013217,NCBI_GP:ABG49600.1"
"Tery_0097"	13	31	27	23	30	18	23	"     3.57"	"     4.77"	"     4.95"	"     7.58"	"     5.45"	"     3.22"	"     6.48"	" 2.19"	" 2.53"	" 2.57"	" 3.10"	" 2.69"	" 2.08"	" 2.90"	"Tery_0097"	"gene96"	"CDS"	132007	133308	"-"	"CP000393.1"	"amino acid permease-associated region"	"PFAM: Spore germination protein amino acid permease-associated region~KEGG: rba:RB950 amino acid transporter"	"InterPro:IPR002293,InterPro:IPR004761,InterPro:IPR004841,NCBI_GP:ABG49601.1"
"Tery_0100"	368	779	531	245	426	706	366	"   100.92"	"   119.83"	"    97.30"	"    80.72"	"    77.37"	"   126.47"	"   103.17"	" 6.67"	" 6.92"	" 6.62"	" 6.35"	" 6.29"	" 6.99"	" 6.70"	"Tery_0100"	"gene99"	"CDS"	135778	138564	"+"	"CP000393.1"	"Na-Ca exchanger/integrin-beta4"	"PFAM: Na-Ca exchanger/integrin-beta4~SMART: Peptidase%2C metallopeptidases~KEGG: ava:Ava_4725 polymorphic membrane protein"	"InterPro:IPR003644,InterPro:IPR006025,InterPro:IPR006026,NCBI_GP:ABG49602.1"
"Tery_0102"	2	16	7	1	5	8	2	"     0.55"	"     2.46"	"     1.28"	"     0.33"	"     0.91"	"     1.43"	"     0.56"	" 0.63"	" 1.79"	" 1.19"	" 0.41"	" 0.93"	" 1.28"	" 0.65"	"Tery_0102"	"gene101"	"CDS"	139424	139738	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: cvi:CV3035 probable transposase"	"NCBI_GP:ABG49603.1"
"Tery_0103"	429	635	516	380	420	1081	395	"   117.65"	"    97.68"	"    94.55"	"   125.20"	"    76.28"	"   193.65"	"   111.34"	" 6.89"	" 6.62"	" 6.58"	" 6.98"	" 6.27"	" 7.60"	" 6.81"	"Tery_0103"	"gene102"	"CDS"	140161	140898	"-"	"CP000393.1"	"Pirin-like"	"PFAM: Pirin-like~KEGG: gvi:glr1823 hypothetical protein"	"InterPro:IPR003829,InterPro:IPR007113,NCBI_GP:ABG49604.1"
"Tery_0104"	239	605	497	249	436	541	297	"    65.55"	"    93.07"	"    91.07"	"    82.04"	"    79.19"	"    96.92"	"    83.72"	" 6.06"	" 6.56"	" 6.52"	" 6.38"	" 6.33"	" 6.61"	" 6.40"	"Tery_0104"	"gene103"	"CDS"	141415	142320	"-"	"CP000393.1"	"Vitamin K epoxide reductase"	"PFAM: Vitamin K epoxide reductase~KEGG: tel:tlr0588 hypothetical protein"	"InterPro:IPR012932,NCBI_GP:ABG49605.1"
"Tery_0107"	3329	4818	4704	1091	2065	4755	2540	"   912.98"	"   741.15"	"   861.92"	"   359.45"	"   375.06"	"   851.82"	"   715.99"	" 9.84"	" 9.54"	" 9.75"	" 8.49"	" 8.55"	" 9.74"	" 9.49"	"Tery_0107"	"gene106"	"CDS"	146668	146931	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49606.1"
"Tery_0108"	96	127	117	30	68	78	50	"    26.33"	"    19.54"	"    21.44"	"     9.88"	"    12.35"	"    13.97"	"    14.09"	" 4.77"	" 4.36"	" 4.49"	" 3.44"	" 3.74"	" 3.90"	" 3.92"	"Tery_0108"	"gene107"	"CDS"	147658	148572	"+"	"CP000393.1"	"Ap4A phosphorylase II"	"KEGG: ava:Ava_3329 Ap4A phosphorylase II"	"NCBI_GP:ABG49607.1"
"Tery_0109"	248	539	457	213	254	589	302	"    68.01"	"    82.91"	"    83.74"	"    70.18"	"    46.13"	"   105.51"	"    85.13"	" 6.11"	" 6.39"	" 6.40"	" 6.15"	" 5.56"	" 6.73"	" 6.43"	"Tery_0109"	"gene108"	"CDS"	149231	150202	"-"	"CP000393.1"	"NADPH-protochlorophyllide oxidoreductase / chlorophyll synthase"	"TIGRFAM: light-dependent protochlorophyllide reductase~KEGG: tel:tlr0575 light-dependent NADPH-protochlorophyllide oxidoreductase"	"InterPro:IPR002347,InterPro:IPR005979,NCBI_GP:ABG49608.1"
"Tery_0111"	0	8	6	2	7	3	2	"     0.00"	"     1.23"	"     1.10"	"     0.66"	"     1.27"	"     0.54"	"     0.56"	" 0.00"	" 1.16"	" 1.07"	" 0.73"	" 1.18"	" 0.62"	" 0.65"	"Tery_0111"	"gene110"	"CDS"	151332	151466	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: pcu:pc1275 hypothetical protein"	"NCBI_GP:ABG49609.1"
"Tery_0114"	6	6	7	2	6	9	2	"     1.65"	"     0.92"	"     1.28"	"     0.66"	"     1.09"	"     1.61"	"     0.56"	" 1.40"	" 0.94"	" 1.19"	" 0.73"	" 1.06"	" 1.39"	" 0.65"	"Tery_0114"	"gene113"	"CDS"	154460	154756	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: bld:BLi00262 hypothetical protein"	"NCBI_GP:ABG49611.1"
"Tery_0115"	163	230	208	143	265	229	117	"    44.70"	"    35.38"	"    38.11"	"    47.11"	"    48.13"	"    41.02"	"    32.98"	" 5.51"	" 5.19"	" 5.29"	" 5.59"	" 5.62"	" 5.39"	" 5.09"	"Tery_0115"	"gene114"	"CDS"	155085	157763	"-"	"CP000393.1"	"glycosyl transferase%2C family 2"	"PFAM: glycosyl transferase%2C family 2 glycosyl transferase%2C group 1 TPR repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: gox:GOX0593 glycosyltransferase"	"InterPro:IPR001173,InterPro:IPR001296,InterPro:IPR001440,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG49612.1"
"Tery_0116"	850	1698	1439	952	1588	1502	808	"   233.11"	"   261.20"	"   263.67"	"   313.65"	"   288.43"	"   269.07"	"   227.76"	" 7.87"	" 8.03"	" 8.05"	" 8.30"	" 8.18"	" 8.08"	" 7.84"	"Tery_0116"	"gene115"	"CDS"	158094	158963	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmn:PMN2A_1093 TPR repeat"	"InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG49613.1"
"Tery_0117"	6478	8520	7847	6929	8573	11139	5366	"  1776.59"	"  1310.62"	"  1437.82"	"  2282.88"	"  1557.10"	"  1995.45"	"  1512.60"	"10.80"	"10.36"	"10.49"	"11.16"	"10.61"	"10.96"	"10.56"	"Tery_0117"	"gene116"	"CDS"	159122	163132	"-"	"CP000393.1"	"peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin"	"PFAM: peptidase S8 and S53%2C subtilisin%2C kexin%2C sedolisin  Cna B-type~KEGG: pha:PSHAb0200 putative secreted serine protease%2C subtilisin family%2C possibly excreted"	"InterPro:IPR000209,InterPro:IPR002048,InterPro:IPR008454,NCBI_GP:ABG49614.1"
"Tery_0118"	22	27	26	19	43	15	21	"     6.03"	"     4.15"	"     4.76"	"     6.26"	"     7.81"	"     2.69"	"     5.92"	" 2.81"	" 2.37"	" 2.53"	" 2.86"	" 3.14"	" 1.88"	" 2.79"	"Tery_0118"	"gene117"	"CDS"	163385	163648	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_0683 hypothetical protein"	"NCBI_GP:ABG49615.1"
"Tery_0119"	71	114	76	47	54	101	54	"    19.47"	"    17.54"	"    13.93"	"    15.48"	"     9.81"	"    18.09"	"    15.22"	" 4.36"	" 4.21"	" 3.90"	" 4.04"	" 3.43"	" 4.25"	" 4.02"	"Tery_0119"	"gene118"	"CDS"	164262	164930	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: bld:BLi00262 hypothetical protein"	"NCBI_GP:ABG49616.1"
"Tery_0120"	36	76	50	27	31	56	41	"     9.87"	"    11.69"	"     9.16"	"     8.90"	"     5.63"	"    10.03"	"    11.56"	" 3.44"	" 3.67"	" 3.35"	" 3.31"	" 2.73"	" 3.46"	" 3.65"	"Tery_0120"	"gene119"	"CDS"	165274	166119	"-"	"CP000393.1"	"sulfotransferase"	"PFAM: sulfotransferase~KEGG: tbd:Tbd_1782 hypothetical protein"	"InterPro:IPR000863,NCBI_GP:ABG49617.1"
"Tery_0121"	88	101	76	32	52	82	42	"    24.13"	"    15.54"	"    13.93"	"    10.54"	"     9.44"	"    14.69"	"    11.84"	" 4.65"	" 4.05"	" 3.90"	" 3.53"	" 3.38"	" 3.97"	" 3.68"	"Tery_0121"	"gene120"	"CDS"	166446	167438	"-"	"CP000393.1"	"Methyltransferase type 12"	"PFAM: Methyltransferase type 11 Methyltransferase type 12~KEGG: tfu:Tfu_2464 similar to methylase involved in ubiquinone/menaquinone biosynthesis"	"InterPro:IPR000051,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG49618.1"
"Tery_0122"	142	214	190	127	195	182	150	"    38.94"	"    32.92"	"    34.81"	"    41.84"	"    35.42"	"    32.60"	"    42.28"	" 5.32"	" 5.08"	" 5.16"	" 5.42"	" 5.19"	" 5.07"	" 5.44"	"Tery_0122"	"gene121"	"CDS"	167483	177388	"-"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1 TPR repeat Sel1-like repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmt:PMT0296 TPR repeat"	"InterPro:IPR001296,InterPro:IPR001440,InterPro:IPR006597,InterPro:IPR011716,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG49619.1"
"Tery_0124"	116	201	158	95	189	123	124	"    31.81"	"    30.92"	"    28.95"	"    31.30"	"    34.33"	"    22.03"	"    34.95"	" 5.04"	" 5.00"	" 4.90"	" 5.01"	" 5.14"	" 4.53"	" 5.17"	"Tery_0124"	"gene123"	"CDS"	178603	180135	"-"	"CP000393.1"	"hypothetical protein"	"KEGG: ana:alr4863 unknown protein"	"NCBI_GP:ABG49620.1"
"Tery_0125"	104	200	145	73	143	170	113	"    28.52"	"    30.77"	"    26.57"	"    24.05"	"    25.97"	"    30.45"	"    31.85"	" 4.88"	" 4.99"	" 4.78"	" 4.65"	" 4.75"	" 4.98"	" 5.04"	"Tery_0125"	"gene124"	"CDS"	180459	181211	"-"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related~SMART: ATPase~KEGG: ana:all1947 ATP-binding protein of ABC transporter"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,NCBI_GP:ABG49621.1"
"Tery_0127"	38	37	44	12	48	39	19	"    10.42"	"     5.69"	"     8.06"	"     3.95"	"     8.72"	"     6.99"	"     5.36"	" 3.51"	" 2.74"	" 3.18"	" 2.31"	" 3.28"	" 3.00"	" 2.67"	"Tery_0127"	"gene126"	"CDS"	181654	182427	"-"	"CP000393.1"	"ABC transporter related"	"PFAM: ABC transporter related~SMART: ATPase~KEGG: syn:sll0764 ABC-type urea transport system ATP-binding protein"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,NCBI_GP:ABG49622.1"
"Tery_0128"	66	114	85	72	100	114	67	"    18.10"	"    17.54"	"    15.57"	"    23.72"	"    18.16"	"    20.42"	"    18.89"	" 4.26"	" 4.21"	" 4.05"	" 4.63"	" 4.26"	" 4.42"	" 4.31"	"Tery_0128"	"gene127"	"CDS"	182421	183602	"-"	"CP000393.1"	"inner-membrane translocator"	"PFAM: inner-membrane translocator~KEGG: syn:slr1201 ABC-type urea transport system permease protein"	"InterPro:IPR001851,NCBI_GP:ABG49623.1"
"Tery_0129"	81	146	96	59	112	126	49	"    22.21"	"    22.46"	"    17.59"	"    19.44"	"    20.34"	"    22.57"	"    13.81"	" 4.54"	" 4.55"	" 4.22"	" 4.35"	" 4.42"	" 4.56"	" 3.89"	"Tery_0129"	"gene128"	"CDS"	184247	185407	"-"	"CP000393.1"	"inner-membrane translocator"	"PFAM: inner-membrane translocator~KEGG: ana:all1950 putative branched-chain amino acid transport system permease protein"	"InterPro:IPR001851,NCBI_GP:ABG49624.1"
"Tery_0130"	193	460	390	165	294	578	274	"    52.93"	"    70.76"	"    71.46"	"    54.36"	"    53.40"	"   103.54"	"    77.24"	" 5.75"	" 6.17"	" 6.18"	" 5.79"	" 5.77"	" 6.71"	" 6.29"	"Tery_0130"	"gene129"	"CDS"	186490	187761	"-"	"CP000393.1"	"extracellular ligand-binding receptor"	"KEGG: ava:Ava_4361 extracellular ligand-binding receptor"	"InterPro:IPR000709,NCBI_GP:ABG49625.1"
"Tery_0131"	104	210	196	85	203	111	128	"    28.52"	"    32.30"	"    35.91"	"    28.00"	"    36.87"	"    19.88"	"    36.08"	" 4.88"	" 5.06"	" 5.21"	" 4.86"	" 5.24"	" 4.38"	" 5.21"	"Tery_0131"	"gene130"	"CDS"	188512	188796	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: cyb:CYB_2017 hypothetical protein"	"NCBI_GP:ABG49626.1"
"Tery_0132"	324	444	327	364	387	733	250	"    88.86"	"    68.30"	"    59.92"	"   119.93"	"    70.29"	"   131.31"	"    70.47"	" 6.49"	" 6.11"	" 5.93"	" 6.92"	" 6.16"	" 7.05"	" 6.16"	"Tery_0132"	"gene131"	"CDS"	189570	193661	"-"	"CP000393.1"	"hydrogenobyrinic acid a%2Cc-diamide cobaltochelatase"	"TIGRFAM: cobaltochelatase%2C CobN subunit~PFAM: CobN/magnesium chelatase~KEGG: ava:Ava_1167 cobaltochelatase"	"InterPro:IPR003672,InterPro:IPR011953,NCBI_GP:ABG49627.1"
"Tery_0133"	47	84	61	41	70	93	53	"    12.89"	"    12.92"	"    11.18"	"    13.51"	"    12.71"	"    16.66"	"    14.94"	" 3.80"	" 3.80"	" 3.61"	" 3.86"	" 3.78"	" 4.14"	" 3.99"	"Tery_0133"	"gene132"	"CDS"	194505	195692	"-"	"CP000393.1"	"protein of unknown function DUF187"	"PFAM: protein of unknown function DUF187~KEGG: ana:all2116 hypothetical protein"	"InterPro:IPR003790,NCBI_GP:ABG49628.1"
"Tery_0134"	89	164	147	62	115	190	74	"    24.41"	"    25.23"	"    26.94"	"    20.43"	"    20.89"	"    34.04"	"    20.86"	" 4.67"	" 4.71"	" 4.80"	" 4.42"	" 4.45"	" 5.13"	" 4.45"	"Tery_0134"	"gene133"	"CDS"	196262	197389	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: bfr:BF1770 hypothetical protein"	"InterPro:IPR001395,NCBI_GP:ABG49629.1"
"Tery_0135"	20	45	35	23	47	43	26	"     5.49"	"     6.92"	"     6.41"	"     7.58"	"     8.54"	"     7.70"	"     7.33"	" 2.70"	" 2.99"	" 2.89"	" 3.10"	" 3.25"	" 3.12"	" 3.06"	"Tery_0135"	"gene134"	"CDS"	197382	197672	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: bfr:BF1769 hypothetical protein"	"NCBI_GP:ABG49630.1"
"Tery_0136"	50	75	53	34	85	59	33	"    13.71"	"    11.54"	"     9.71"	"    11.20"	"    15.44"	"    10.57"	"     9.30"	" 3.88"	" 3.65"	" 3.42"	" 3.61"	" 4.04"	" 3.53"	" 3.36"	"Tery_0136"	"gene135"	"CDS"	197814	198488	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: bfr:BF1769 hypothetical protein"	"NCBI_GP:ABG49631.1"
"Tery_0137"	40	57	50	24	51	39	35	"    10.97"	"     8.77"	"     9.16"	"     7.91"	"     9.26"	"     6.99"	"     9.87"	" 3.58"	" 3.29"	" 3.35"	" 3.15"	" 3.36"	" 3.00"	" 3.44"	"Tery_0137"	"gene136"	"CDS"	198506	199444	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49632.1"
"Tery_0138"	35	51	43	32	42	38	24	"     9.60"	"     7.85"	"     7.88"	"    10.54"	"     7.63"	"     6.81"	"     6.77"	" 3.41"	" 3.14"	" 3.15"	" 3.53"	" 3.11"	" 2.96"	" 2.96"	"Tery_0138"	"gene137"	"CDS"	199938	201053	"-"	"CP000393.1"	"putative ribonuclease BN"	"TIGRFAM: putative ribonuclease BN~PFAM: ribonuclease BN~KEGG: ana:all2070 hypothetical protein"	"InterPro:IPR004664,NCBI_GP:ABG49633.1"
"Tery_0139"	766	1241	984	733	1201	643	565	"   210.08"	"   190.90"	"   180.30"	"   241.50"	"   218.14"	"   115.19"	"   159.27"	" 7.72"	" 7.58"	" 7.50"	" 7.92"	" 7.78"	" 6.86"	" 7.32"	"Tery_0139"	"gene138"	"CDS"	202233	202853	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_3116 hypothetical protein"	"NCBI_GP:ABG49634.1"
"Tery_0140"	943	1590	1380	667	1363	1288	753	"   258.62"	"   244.59"	"   252.86"	"   219.75"	"   247.56"	"   230.73"	"   212.26"	" 8.02"	" 7.94"	" 7.99"	" 7.79"	" 7.96"	" 7.86"	" 7.74"	"Tery_0140"	"gene139"	"CDS"	204811	205926	"-"	"CP000393.1"	"L-threonine synthase"	"TIGRFAM: threonine synthase~PFAM: Pyridoxal-5'-phosphate-dependent enzyme%2C beta subunit~KEGG: ava:Ava_3117 threonine synthase"	"InterPro:IPR000634,InterPro:IPR001926,InterPro:IPR004450,NCBI_GP:ABG49635.1"
"Tery_0141"	732	2163	1623	619	1173	1882	955	"   200.75"	"   332.73"	"   297.39"	"   203.94"	"   213.05"	"   337.14"	"   269.20"	" 7.66"	" 8.38"	" 8.22"	" 7.68"	" 7.74"	" 8.40"	" 8.08"	"Tery_0141"	"gene140"	"CDS"	207239	207502	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49636.1"
"Tery_0142"	842	1730	1272	631	1025	2167	918	"   230.92"	"   266.12"	"   233.07"	"   207.89"	"   186.17"	"   388.20"	"   258.77"	" 7.86"	" 8.06"	" 7.87"	" 7.71"	" 7.55"	" 8.60"	" 8.02"	"Tery_0142"	"gene141"	"CDS"	207806	208861	"+"	"CP000393.1"	"fatty acid desaturase"	"PFAM: fatty acid desaturase~KEGG: ava:Ava_4211 fatty acid desaturase"	"InterPro:IPR005804,InterPro:IPR010257,NCBI_GP:ABG49637.1"
"Tery_0143"	235	431	357	108	280	332	203	"    64.45"	"    66.30"	"    65.41"	"    35.58"	"    50.86"	"    59.47"	"    57.22"	" 6.03"	" 6.07"	" 6.05"	" 5.19"	" 5.70"	" 5.92"	" 5.86"	"Tery_0143"	"gene142"	"CDS"	209440	210882	"+"	"CP000393.1"	"Cobyrinic acid a%2Cc-diamide synthase"	"PFAM: Cobyrinic acid a%2Cc-diamide synthase protein of unknown function DUF450~KEGG: ana:alr1113 ParA family protein"	"InterPro:IPR002586,InterPro:IPR007409,NCBI_GP:ABG49638.1"
"Tery_0144"	116	191	167	46	98	161	96	"    31.81"	"    29.38"	"    30.60"	"    15.16"	"    17.80"	"    28.84"	"    27.06"	" 5.04"	" 4.93"	" 4.98"	" 4.01"	" 4.23"	" 4.90"	" 4.81"	"Tery_0144"	"gene143"	"CDS"	210882	211856	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: ava:Ava_4703 hypothetical protein"	"NCBI_GP:ABG49639.1"
"Tery_0145"	353	618	489	172	366	421	309	"    96.81"	"    95.07"	"    89.60"	"    56.67"	"    66.48"	"    75.42"	"    87.10"	" 6.61"	" 6.59"	" 6.50"	" 5.85"	" 6.08"	" 6.26"	" 6.46"	"Tery_0145"	"gene144"	"CDS"	212926	214536	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_1930 hypothetical protein"	"NCBI_GP:ABG49640.1"
"Tery_0146"	217	413	337	144	250	368	210	"    59.51"	"    63.53"	"    61.75"	"    47.44"	"    45.41"	"    65.92"	"    59.20"	" 5.92"	" 6.01"	" 5.97"	" 5.60"	" 5.54"	" 6.06"	" 5.91"	"Tery_0146"	"gene145"	"CDS"	214536	215744	"-"	"CP000393.1"	"glycosyl transferase%2C group 1"	"PFAM: glycosyl transferase%2C group 1~KEGG: ava:Ava_4699 glycosyl transferase%2C group 1"	"InterPro:IPR001296,NCBI_GP:ABG49641.1"
"Tery_0147"	216	349	293	123	278	365	201	"    59.24"	"    53.69"	"    53.69"	"    40.52"	"    50.49"	"    65.39"	"    56.66"	" 5.91"	" 5.77"	" 5.77"	" 5.38"	" 5.69"	" 6.05"	" 5.85"	"Tery_0147"	"gene146"	"CDS"	215800	216867	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: tte:TTE2164 hypothetical protein"	"NCBI_GP:ABG49642.1"
"Tery_0148"	99	232	243	59	153	207	113	"    27.15"	"    35.69"	"    44.53"	"    19.44"	"    27.79"	"    37.08"	"    31.85"	" 4.82"	" 5.20"	" 5.51"	" 4.35"	" 4.85"	" 5.25"	" 5.04"	"Tery_0148"	"gene147"	"CDS"	217777	218829	"+"	"CP000393.1"	"glycosyl transferase%2C family 2"	"PFAM: glycosyl transferase%2C family 2~KEGG: ava:Ava_1120 glycosyl transferase%2C family 2"	"InterPro:IPR001173,NCBI_GP:ABG49643.1"
"Tery_0149"	2431	7765	5863	1425	2540	6904	3500	"   666.70"	"  1194.48"	"  1074.29"	"   469.49"	"   461.34"	"  1236.79"	"   986.60"	" 9.38"	"10.22"	"10.07"	" 8.88"	" 8.85"	"10.27"	" 9.95"	"Tery_0149"	"gene148"	"CDS"	219182	219649	"-"	"CP000393.1"	"Rho termination factor-like"	"PFAM: Rho termination factor-like"	"InterPro:IPR011112,NCBI_GP:ABG49644.1"
"Tery_0150"	328	1058	801	204	664	567	521	"    89.95"	"   162.75"	"   146.77"	"    67.21"	"   120.60"	"   101.57"	"   146.86"	" 6.51"	" 7.36"	" 7.21"	" 6.09"	" 6.93"	" 6.68"	" 7.21"	"Tery_0150"	"gene149"	"CDS"	220187	220516	"-"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49645.1"
"Tery_0151"	270	481	370	187	268	434	247	"    74.05"	"    73.99"	"    67.80"	"    61.61"	"    48.68"	"    77.75"	"    69.63"	" 6.23"	" 6.23"	" 6.10"	" 5.97"	" 5.63"	" 6.30"	" 6.14"	"Tery_0151"	"gene150"	"CDS"	221200	222018	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49646.1"
"Tery_0152"	838	1666	1284	717	987	1958	798	"   229.82"	"   256.28"	"   235.27"	"   236.23"	"   179.27"	"   350.76"	"   224.94"	" 7.85"	" 8.01"	" 7.88"	" 7.89"	" 7.49"	" 8.46"	" 7.82"	"Tery_0152"	"gene151"	"CDS"	222270	224264	"+"	"CP000393.1"	"hypothetical protein"	NA	"InterPro:IPR002078,NCBI_GP:ABG49647.1"
"Tery_0153"	197	325	314	129	308	379	207	"    54.03"	"    49.99"	"    57.53"	"    42.50"	"    55.94"	"    67.89"	"    58.35"	" 5.78"	" 5.67"	" 5.87"	" 5.44"	" 5.83"	" 6.11"	" 5.89"	"Tery_0153"	"gene152"	"CDS"	224551	225456	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG49648.1"
"Tery_0155"	67	61	78	52	139	62	45	"    18.37"	"     9.38"	"    14.29"	"    17.13"	"    25.25"	"    11.11"	"    12.68"	" 4.28"	" 3.38"	" 3.93"	" 4.18"	" 4.71"	" 3.60"	" 3.77"	"Tery_0155"	"gene154"	"CDS"	228600	228776	"-"	"CP000393.1"	"transposase"	"KEGG: rfe:RF_0383 transposase"	"NCBI_GP:ABG49649.1"
