""	"baseMean"	"baseMean_LFe"	"baseMean_HFe"	"baseMean_MFe"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"LFe_d5_rep3_RAW"	"LFe_d7_rep1_RAW"	"LFe_d7_rep2_RAW"	"LFe_d7_rep3_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"MFe_d5_rep3_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"LFe_d5_rep3_CPM"	"LFe_d7_rep1_CPM"	"LFe_d7_rep2_CPM"	"LFe_d7_rep3_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"MFe_d5_rep3_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"LFe_d5_rep3_logCPM"	"LFe_d7_rep1_logCPM"	"LFe_d7_rep2_logCPM"	"LFe_d7_rep3_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"	"MFe_d5_rep3_logCPM"	"locus_tag"	"geneID"	"feature"	"start"	"end"	"strand"	"seqname"	"product"	"note"	"dbxref"
"Tery_3825"	5114.7098600109	7848.12211702589	1201.87594342919	3560.71926256264	-2.70728472228213	0.291155335609576	-9.29842043462483	1.42547557484137e-20	1.91013727028744e-18	1004	1654	1118	5900	9078	7164	9043	14335	4304	4724	5608	1127	"   278.19"	"   258.81"	"   207.76"	"  1976.90"	"  1548.27"	"  1320.50"	"  1722.38"	"  2061.48"	"  1124.12"	"   860.04"	"  1031.27"	"   321.59"	" 8.13"	" 8.02"	" 7.71"	"10.95"	"10.60"	"10.37"	"10.75"	"11.01"	"10.14"	" 9.75"	"10.01"	" 8.33"	"Tery_3825"	"gene3862"	"CDS"	5894131	5895816	"+"	"CP000393.1"	"hypothetical protein"	"KEGG: bps:BPSL1637 putative lipase"	"NCBI_GP:ABG52869.1"
"Tery_3822"	4349.60976918003	6878.30616341343	1018.29273162185	2623.53401827141	-2.75660526180036	0.29816415881402	-9.24526030481015	2.34668810507458e-20	3.04312457496768e-18	984	1254	873	4846	5598	7079	9299	9993	5589	4492	3108	845	"   272.64"	"   196.22"	"   162.23"	"  1623.74"	"   954.75"	"  1304.83"	"  1771.14"	"  1437.07"	"  1459.73"	"   817.81"	"   571.54"	"   241.12"	" 8.10"	" 7.62"	" 7.35"	"10.67"	" 9.90"	"10.35"	"10.79"	"10.49"	"10.51"	" 9.68"	" 9.16"	" 7.92"	"Tery_3822"	"gene3859"	"CDS"	5887337	5891401	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  Thioesterase  acyl transferase region phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000379,InterPro:IPR000794,InterPro:IPR001031,InterPro:IPR001227,InterPro:IPR003965,InterPro:IPR006162,InterPro:IPR006163,NCBI_GP:ABG52866.1"
"Tery_0182"	6224.13505908916	8627.33534010168	2300.13300425596	5341.73655189732	-1.90669839117083	0.207331916897309	-9.19635731779403	3.70289769551162e-20	4.65176522998647e-18	1237	2853	3420	3751	9047	11031	10152	12124	8465	6490	5860	3692	"   342.74"	"   446.42"	"   635.54"	"  1256.84"	"  1542.98"	"  2033.28"	"  1933.61"	"  1743.52"	"  2210.89"	"  1181.56"	"  1077.61"	"  1053.52"	" 8.43"	" 8.81"	" 9.31"	"10.30"	"10.59"	"10.99"	"10.92"	"10.77"	"11.11"	"10.21"	"10.07"	"10.04"	"Tery_0182"	"gene181"	"CDS"	269811	270872	"+"	"CP000393.1"	"photosystem q(b) protein"	"TIGRFAM: photosystem q(b) protein~PFAM: photosynthetic reaction centre protein~KEGG: syf:Synpcc7942_1389 photosystem q(b) protein"	"InterPro:IPR000484,InterPro:IPR005867,NCBI_GP:ABG49673.1"
"Tery_3063"	39.8118622015441	8.13272598056536	119.847065362964	23.1349314820814	3.82600432513753	0.419233358031165	9.1261924936162	7.09507798012785e-20	8.64309499397393e-18	96	130	147	4	11	9	9	19	3	9	16	34	"    26.60"	"    20.34"	"    27.32"	"     1.34"	"     1.88"	"     1.66"	"     1.71"	"     2.73"	"     0.78"	"     1.64"	"     2.94"	"     9.70"	" 4.79"	" 4.42"	" 4.82"	" 1.23"	" 1.52"	" 1.41"	" 1.44"	" 1.90"	" 0.83"	" 1.40"	" 1.98"	" 3.42"	"Tery_3063"	"gene3089"	"CDS"	4722059	4722535	"+"	"CP000393.1"	"heat shock protein Hsp20"	"PFAM: heat shock protein Hsp20~KEGG: ava:Ava_C0143 heat shock protein HSP20"	"InterPro:IPR002068,NCBI_GP:ABG52207.1"
"Tery_3819"	9340.33829416772	14144.9328618497	2464.52097730056	6606.96647567084	-2.52129330289562	0.278518934495183	-9.05250232794935	1.39728872298139e-19	1.65208843128977e-17	2471	2897	2096	11580	13346	14788	17083	20502	9562	10394	8370	2361	"   684.66"	"   453.30"	"   389.50"	"  3880.08"	"  2276.19"	"  2725.79"	"  3253.72"	"  2948.34"	"  2497.40"	"  1892.32"	"  1539.18"	"   673.71"	" 9.42"	" 8.83"	" 8.61"	"11.92"	"11.15"	"11.41"	"11.67"	"11.53"	"11.29"	"10.89"	"10.59"	" 9.40"	"Tery_3819"	"gene3856"	"CDS"	5869316	5876971	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding  Alcohol dehydrogenase%2C zinc-binding Alcohol dehydrogenase GroES-like Methyltransferase type 11 Methyltransferase type 12~KEGG: ana:alr2680 polyketide synthase"	"InterPro:IPR000051,InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR001601,InterPro:IPR002198,InterPro:IPR006162,InterPro:IPR006163,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR013216,InterPro:IPR013217,NCBI_GP:ABG52863.1"
"Tery_0280"	522.28869313515	279.518870581222	1062.2442579833	467.872773394853	1.92233671070407	0.214352395363131	8.96811396694434	3.01634854859893e-19	3.46449176153363e-17	883	1175	1236	154	288	314	369	485	187	364	490	467	"   244.66"	"   183.86"	"   229.69"	"    51.60"	"    49.12"	"    57.88"	"    70.28"	"    69.75"	"    48.84"	"    66.27"	"    90.11"	"   133.26"	" 7.94"	" 7.53"	" 7.85"	" 5.72"	" 5.65"	" 5.88"	" 6.16"	" 6.14"	" 5.64"	" 6.07"	" 6.51"	" 7.07"	"Tery_0280"	"gene283"	"CDS"	431615	432115	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ava:Ava_B0181 hypothetical protein"	"NCBI_GP:ABG49762.1"
"Tery_1666"	17651.2107682444	24044.9026405283	5077.21360216327	17437.8241897578	-2.24343201253582	0.254703933244625	-8.80799909116896	1.27399468559825e-18	1.42262739891805e-16	3030	7999	5672	13500	27938	24995	25685	30598	25609	20933	28027	6548	"   839.54"	"  1251.63"	"  1054.03"	"  4523.41"	"  4764.88"	"  4607.19"	"  4892.11"	"  4400.22"	"  6688.56"	"  3811.03"	"  5153.95"	"  1868.48"	" 9.72"	"10.29"	"10.04"	"12.14"	"12.22"	"12.17"	"12.26"	"12.10"	"12.71"	"11.90"	"12.33"	"10.87"	"Tery_1666"	"gene1676"	"CDS"	2532407	2532922	"-"	"CP000393.1"	"flavodoxin"	"TIGRFAM: flavodoxin~PFAM: flavodoxin/nitric oxide synthase~KEGG: ana:alr2405 flavodoxin"	"InterPro:IPR008254,InterPro:IPR010086,NCBI_GP:ABG50937.1"
"Tery_4138"	18791.0612861738	9780.89399872243	40432.80539255	15169.6517547005	2.04740246608804	0.236547862519081	8.65534122475064	4.91439177121472e-18	5.33942024872518e-16	35772	39961	47842	5777	11770	9079	10749	18565	6968	10154	18703	14387	"  9911.61"	"  6252.84"	"  8890.48"	"  1935.68"	"  2007.40"	"  1673.48"	"  2047.31"	"  2669.78"	"  1819.90"	"  1848.62"	"  3439.34"	"  4105.35"	"13.28"	"12.61"	"13.12"	"10.92"	"10.97"	"10.71"	"11.00"	"11.38"	"10.83"	"10.85"	"11.75"	"12.00"	"Tery_4138"	"gene4178"	"CDS"	6383569	6385107	"+"	"CP000393.1"	"nitrogenase molybdenum-iron protein beta chain"	"KEGG: ana:all1440 nitrogenase molybdenum-iron protein beta chain~TIGRFAM: nitrogenase molybdenum-iron protein beta chain~PFAM: oxidoreductase/nitrogenase%2C component 1"	"InterPro:IPR000318,InterPro:IPR000510,InterPro:IPR005976,NCBI_GP:ABG53146.1"
"Tery_3821"	5559.16822677892	8665.31104573292	1274.07692115748	3631.97389449235	-2.76642483731776	0.319959691590855	-8.64616672044834	5.32582859311915e-18	5.63416603798394e-16	1314	1587	954	6838	8240	8450	11066	13174	5803	5850	4873	1039	"   364.08"	"   248.32"	"   177.28"	"  2291.19"	"  1405.35"	"  1557.54"	"  2107.69"	"  1894.52"	"  1515.63"	"  1065.04"	"   896.11"	"   296.48"	" 8.51"	" 7.96"	" 7.48"	"11.16"	"10.46"	"10.61"	"11.04"	"10.89"	"10.57"	"10.06"	" 9.81"	" 8.22"	"Tery_3821"	"gene3858"	"CDS"	5881443	5887172	"+"	"CP000393.1"	"beta-ketoacyl synthase"	"PFAM: beta-ketoacyl synthase  acyl transferase region short-chain dehydrogenase/reductase SDR phosphopantetheine-binding~KEGG: ava:Ava_3986 short-chain dehydrogenase/reductase SDR"	"InterPro:IPR000794,InterPro:IPR001227,InterPro:IPR002198,InterPro:IPR006163,NCBI_GP:ABG52865.1"
"Tery_4357"	359.649631830031	516.679159042839	129.258547517609	275.981661716839	-1.99705610525925	0.234557971648308	-8.51412591618755	1.67851552634521e-17	1.73016215792507e-15	92	185	138	333	592	532	559	874	380	442	335	103	"    25.49"	"    28.95"	"    25.64"	"   111.58"	"   100.97"	"    98.06"	"   106.47"	"   125.69"	"    99.25"	"    80.47"	"    61.60"	"    29.39"	" 4.73"	" 4.90"	" 4.74"	" 6.81"	" 6.67"	" 6.63"	" 6.75"	" 6.99"	" 6.65"	" 6.35"	" 5.97"	" 4.93"	"Tery_4357"	"gene4400"	"CDS"	6716835	6718196	"+"	"CP000393.1"	"FeS assembly protein SufD"	"TIGRFAM: FeS assembly protein SufD~PFAM: SufBD~KEGG: ana:alr2494 hypothetical protein"	"InterPro:IPR000825,InterPro:IPR011542,NCBI_GP:ABG53349.1"
"Tery_4282"	4085.25754875569	2125.39003798181	8971.23295622632	3119.01716283282	2.07831894754812	0.245712965486961	8.45832023324144	2.71256373141285e-17	2.72612655006991e-15	7047	10717	10381	2224	2792	2002	1866	2733	1155	2925	4236	2182	"  1952.56"	"  1676.93"	"  1929.10"	"   745.19"	"   476.18"	"   369.02"	"   355.41"	"   393.03"	"   301.66"	"   532.52"	"   778.97"	"   622.64"	"10.93"	"10.71"	"10.91"	" 9.54"	" 8.90"	" 8.53"	" 8.48"	" 8.62"	" 8.24"	" 9.06"	" 9.61"	" 9.28"	"Tery_4282"	"gene4324"	"CDS"	6602856	6603398	"+"	"CP000393.1"	"Ferritin and Dps"	"PFAM: Ferritin and Dps~KEGG: ava:Ava_1894 ferritin and Dps"	"InterPro:IPR002024,InterPro:IPR002177,InterPro:IPR008331,InterPro:IPR009040,NCBI_GP:ABG53279.1"
"Tery_0409"	1960.40561845829	2492.8526571174	697.067617806834	2158.84954179152	-1.83691690871946	0.218327054185862	-8.41360185786087	3.97608691938016e-17	3.89850473558738e-15	399	958	922	1641	3196	2691	2591	4058	1644	2360	3411	994	"   110.55"	"   149.90"	"   171.34"	"   549.85"	"   545.08"	"   496.02"	"   493.50"	"   583.57"	"   429.38"	"   429.66"	"   627.26"	"   283.64"	" 6.80"	" 7.24"	" 7.43"	" 9.11"	" 9.09"	" 8.96"	" 8.95"	" 9.19"	" 8.75"	" 8.75"	" 9.30"	" 8.15"	"Tery_0409"	"gene413"	"CDS"	641535	642221	"-"	"CP000393.1"	"HAD-superfamily hydrolase%2C subfamily IA%2C variant 3"	"TIGRFAM: HAD-superfamily hydrolase%2C subfamily IA%2C variant 3~PFAM: Haloacid dehalogenase-like hydrolase~KEGG: ava:Ava_4630 HAD-superfamily hydrolase subfamily IA%2C variant 3"	"InterPro:IPR005834,InterPro:IPR006402,NCBI_GP:ABG49873.1"
"Tery_3823"	704.446198518974	1078.73703527599	195.969537434194	464.341186089722	-2.46173373733446	0.294444459692426	-8.3606047127053	6.23975868243536e-17	5.97234045318813e-15	157	270	192	614	1083	1021	1479	1961	761	684	686	133	"    43.50"	"    42.25"	"    35.68"	"   205.73"	"   184.71"	"   188.20"	"   281.70"	"   282.01"	"   198.76"	"   124.53"	"   126.15"	"    37.95"	" 5.48"	" 5.43"	" 5.20"	" 7.69"	" 7.54"	" 7.56"	" 8.14"	" 8.14"	" 7.64"	" 6.97"	" 6.99"	" 5.28"	"Tery_3823"	"gene3860"	"CDS"	5891768	5892256	"+"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: fra:Francci3_0998 hypothetical protein"	"NCBI_GP:ABG52867.1"
"Tery_3816"	3065.09736933448	4322.10646904684	859.312820916817	2756.86371832743	-2.33020504462592	0.282040791715275	-8.26194335384754	1.4331971878297e-16	1.33987271978498e-14	614	1345	817	3043	5926	4068	4364	7960	2351	3365	4502	955	"   170.13"	"   210.46"	"   151.82"	"  1019.61"	"  1010.69"	"   749.83"	"   831.19"	"  1144.71"	"   614.03"	"   612.63"	"   827.88"	"   272.51"	" 7.42"	" 7.72"	" 7.26"	"10.00"	" 9.98"	" 9.55"	" 9.70"	"10.16"	" 9.26"	" 9.26"	" 9.70"	" 8.10"	"Tery_3816"	"gene3853"	"CDS"	5867072	5867284	"+"	"CP000393.1"	"hypothetical protein"	NA	"NCBI_GP:ABG52860.1"
"Tery_2227"	94.1256055048458	129.06021382976	37.3854180931214	80.9965762667419	-1.77288489727945	0.218092586162739	-8.12904706424334	4.32678310649439e-16	3.95310638366079e-14	25	61	36	72	124	148	142	230	106	104	99	46	"     6.93"	"     9.54"	"     6.69"	"    24.12"	"    21.15"	"    27.28"	"    27.05"	"    33.08"	"    27.69"	"    18.93"	"    18.21"	"    13.13"	" 2.99"	" 3.40"	" 2.94"	" 4.65"	" 4.47"	" 4.82"	" 4.81"	" 5.09"	" 4.84"	" 4.32"	" 4.26"	" 3.82"	"Tery_2227"	"gene2247"	"CDS"	3472646	3473185	"-"	"CP000393.1"	"Ferric reductase-like transmembrane component-like"	"PFAM: Ferric reductase-like transmembrane component-like~KEGG: ana:asr0670 unknown protein"	"InterPro:IPR013130,NCBI_GP:ABG51456.1"
"Tery_4134"	3438.52068186972	1822.44621586454	6665.18985841738	3444.00043733242	1.87036100111148	0.230847399344257	8.10215322513665	5.39948773332111e-16	4.82354237510019e-14	6128	7090	7120	1076	2244	2195	1797	2961	1333	2344	3602	3652	"  1697.93"	"  1109.40"	"  1323.11"	"   360.53"	"   382.72"	"   404.59"	"   342.27"	"   425.81"	"   348.15"	"   426.74"	"   662.38"	"  1042.10"	"10.73"	"10.12"	"10.37"	" 8.50"	" 8.58"	" 8.66"	" 8.42"	" 8.74"	" 8.45"	" 8.74"	" 9.37"	"10.03"	"Tery_4134"	"gene4174"	"CDS"	6377943	6379145	"+"	"CP000393.1"	"aminotransferase%2C class V"	"PFAM: aminotransferase%2C class V  aromatic amino acid beta-eliminating lyase/threonine aldolase~KEGG: ava:Ava_4245 aromatic amino acid beta-eliminating lyase/threonine aldolase"	"InterPro:IPR000192,InterPro:IPR001597,NCBI_GP:ABG53142.1"
"Tery_4133"	6344.53481418446	3043.21482422336	12813.0179155309	6478.69169276023	2.07385461690476	0.258505090701851	8.02249043248692	1.0362247300625e-15	9.05570307576362e-14	12159	12802	13821	2162	4297	3379	2678	4779	1925	3958	7884	6449	"  3368.98"	"  2003.17"	"  2568.36"	"   724.42"	"   732.86"	"   622.83"	"   510.07"	"   687.26"	"   502.77"	"   720.59"	"  1449.81"	"  1840.23"	"11.72"	"10.97"	"11.33"	" 9.50"	" 9.52"	" 9.29"	" 9.00"	" 9.43"	" 8.98"	" 9.50"	"10.50"	"10.85"	"Tery_4133"	"gene4173"	"CDS"	6375963	6377432	"+"	"CP000393.1"	"nitrogenase cofactor biosynthesis protein NifB"	"TIGRFAM: nitrogenase cofactor biosynthesis protein NifB~PFAM: Dinitrogenase iron-molybdenum cofactor biosynthesis  Radical SAM~KEGG: ava:Ava_3912 nitrogenase cofactor biosynthesis protein NifB"	"InterPro:IPR000385,InterPro:IPR003731,InterPro:IPR005980,InterPro:IPR007197,NCBI_GP:ABG53141.1"
"Tery_0172"	360.429793769867	474.852699614863	201.399600750001	290.614175099743	-1.23336473830561	0.154894916205877	-7.96259017737095	1.68474743327897e-15	1.44099674080456e-13	139	271	236	307	475	526	550	743	374	413	275	191	"    38.51"	"    42.40"	"    43.86"	"   102.87"	"    81.01"	"    96.95"	"   104.76"	"   106.85"	"    97.68"	"    75.19"	"    50.57"	"    54.50"	" 5.30"	" 5.44"	" 5.49"	" 6.70"	" 6.36"	" 6.61"	" 6.72"	" 6.75"	" 6.62"	" 6.25"	" 5.69"	" 5.79"	"Tery_0172"	"gene171"	"CDS"	256583	257716	"-"	"CP000393.1"	"conserved hypothetical protein"	"KEGG: ana:all4254 unknown protein"	"NCBI_GP:ABG49664.1"
"Tery_3372"	9933.14232539342	13566.1296674104	4164.3690753478	8435.94089140515	-1.70372961353065	0.215606369516295	-7.90203748318245	2.74380873385569e-15	2.29793981460414e-13	2800	5815	4812	6959	14834	14024	17485	19927	12330	12688	10439	3540	"   775.82"	"   909.89"	"   894.21"	"  2331.73"	"  2529.97"	"  2584.97"	"  3330.29"	"  2865.65"	"  3220.35"	"  2309.96"	"  1919.65"	"  1010.14"	" 9.60"	" 9.83"	" 9.81"	"11.19"	"11.31"	"11.34"	"11.70"	"11.49"	"11.65"	"11.17"	"10.91"	" 9.98"	"Tery_3372"	"gene3401"	"CDS"	5170315	5170887	"-"	"CP000393.1"	"beta-Ig-H3/fasciclin"	"PFAM: beta-Ig-H3/fasciclin~KEGG: cya:CYA_0079 fasciclin domain protein"	"InterPro:IPR000782,NCBI_GP:ABG52474.1"
"Tery_1887"	466.737070640197	258.573302575296	917.651721931597	432.149955478598	1.82517628315723	0.236060295509684	7.73182241094988	1.06017774284102e-14	8.69778474738957e-13	850	957	987	171	338	412	216	351	148	361	482	397	"   235.52"	"   149.75"	"   183.41"	"    57.30"	"    57.65"	"    75.94"	"    41.14"	"    50.48"	"    38.65"	"    65.72"	"    88.64"	"   113.28"	" 7.89"	" 7.24"	" 7.53"	" 5.87"	" 5.87"	" 6.27"	" 5.40"	" 5.69"	" 5.31"	" 6.06"	" 6.49"	" 6.84"	"Tery_1887"	"gene1898"	"CDS"	2884846	2886438	"+"	"CP000393.1"	"transcriptional regulator"	"KEGG: ana:all2512 transcriptional regulator"	"NCBI_GP:ABG51143.1"
"Tery_3368"	253.445177404185	124.235477430665	536.724833533439	228.58492122197	2.10817326510137	0.273282651784605	7.71425939895731	1.21686757366805e-14	9.78361529229112e-13	555	509	534	67	139	118	141	193	122	144	248	244	"   153.78"	"    79.65"	"    99.23"	"    22.45"	"    23.71"	"    21.75"	"    26.86"	"    27.75"	"    31.86"	"    26.22"	"    45.61"	"    69.63"	" 7.27"	" 6.33"	" 6.65"	" 4.55"	" 4.63"	" 4.51"	" 4.80"	" 4.85"	" 5.04"	" 4.77"	" 5.54"	" 6.14"	"Tery_3368"	"gene3397"	"CDS"	5163224	5164828	"-"	"CP000393.1"	"Hydrogen:quinone oxidoreductase"	"PFAM: nickel-dependent hydrogenase%2C large subunit~KEGG: ava:Ava_4595 nickel-dependent hydrogenase%2C large subunit"	"InterPro:IPR001501,NCBI_GP:ABG52470.1"
"Tery_3377"	4010.04209920722	4789.91548372526	1377.14476867851	5083.19266069986	-1.79798835352935	0.237695068432693	-7.56426443924509	3.90065500080617e-14	3.07463394181192e-12	1002	2237	1214	3582	7428	4917	4456	6725	2916	4828	8276	2644	"   277.63"	"   350.03"	"   225.60"	"  1200.21"	"  1266.86"	"   906.32"	"   848.71"	"   967.10"	"   761.60"	"   878.98"	"  1521.89"	"   754.47"	" 8.12"	" 8.46"	" 7.82"	"10.23"	"10.31"	" 9.83"	" 9.73"	" 9.92"	" 9.57"	" 9.78"	"10.57"	" 9.56"	"Tery_3377"	"gene3406"	"CDS"	5176866	5177915	"+"	"CP000393.1"	"extracellular solute-binding protein%2C family 1"	"PFAM: extracellular solute-binding protein%2C family 1~KEGG: tel:tll0513 iron binding protein component of ABC iron transporter"	"InterPro:IPR006059,NCBI_GP:ABG52479.1"
"Tery_4356"	338.338164345627	482.952526296519	114.112096563452	273.33550822602	-2.07694999612737	0.275450492280662	-7.54019344431276	4.69274812940157e-14	3.62785528465275e-12	74	183	116	307	564	471	509	875	350	411	385	85	"    20.50"	"    28.63"	"    21.56"	"   102.87"	"    96.19"	"    86.82"	"    96.95"	"   125.83"	"    91.41"	"    74.83"	"    70.80"	"    24.25"	" 4.43"	" 4.89"	" 4.50"	" 6.70"	" 6.60"	" 6.46"	" 6.61"	" 6.99"	" 6.53"	" 6.24"	" 6.17"	" 4.66"	"Tery_4356"	"gene4399"	"CDS"	6716014	6716829	"+"	"CP000393.1"	"FeS assembly ATPase SufC"	"KEGG: ava:Ava_0425 FeS assembly ATPase SufC~TIGRFAM: FeS assembly ATPase SufC~PFAM: ABC transporter related~SMART: ATPase"	"InterPro:IPR001687,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR010230,NCBI_GP:ABG53348.1"
"Tery_0278"	382.068641086949	205.410203243412	766.856079605228	350.598078255742	1.89517862487928	0.252906374934441	7.49359768163436	6.70109192450974e-14	5.0827150068923e-12	611	748	1016	83	219	223	267	365	175	286	321	371	"   169.29"	"   117.04"	"   188.80"	"    27.81"	"    37.35"	"    41.10"	"    50.85"	"    52.49"	"    45.71"	"    52.07"	"    59.03"	"   105.87"	" 7.41"	" 6.88"	" 7.57"	" 4.85"	" 5.26"	" 5.40"	" 5.70"	" 5.74"	" 5.55"	" 5.73"	" 5.91"	" 6.74"	"Tery_0278"	"gene281"	"CDS"	430086	430994	"-"	"CP000393.1"	"cytochrome c oxidase%2C subunit II"	"PFAM: cytochrome c oxidase%2C subunit II  cytochrome C oxidase subunit II%2C transmembrane region~KEGG: ana:alr2731 cytochrome c oxidase subunit II"	"InterPro:IPR001505,InterPro:IPR002429,InterPro:IPR011759,NCBI_GP:ABG49760.1"
"Tery_4617"	4121.34142823875	5455.26612046036	2255.70755711479	3319.1259149195	-1.2737232133191	0.170285338807259	-7.47993469220971	7.43595546228238e-14	5.53565573303244e-12	1452	3349	2535	2640	5754	6452	6683	8895	4490	4707	3500	1959	"   402.32"	"   524.03"	"   471.08"	"   884.58"	"   981.36"	"  1189.26"	"  1272.88"	"  1279.17"	"  1172.70"	"   856.95"	"   643.62"	"   559.00"	" 8.66"	" 9.04"	" 8.88"	" 9.79"	" 9.94"	"10.22"	"10.32"	"10.32"	"10.20"	" 9.74"	" 9.33"	" 9.13"	"Tery_4617"	"gene4661"	"CDS"	7096147	7097130	"-"	"CP000393.1"	"cobalamin synthesis protein%2C P47K"	"PFAM: cobalamin synthesis protein%2C P47K  cobalamin synthesis CobW-like~KEGG: ana:all4722 hypothetical protein"	"InterPro:IPR003495,InterPro:IPR011629,NCBI_GP:ABG53590.1"
"Tery_0277"	1013.29292224374	626.015822016625	1881.23647172965	919.903573212054	1.58637925000539	0.212155137938087	7.47744912248294	7.57790898036181e-14	5.53876256382809e-12	1670	1942	2148	321	594	647	837	946	592	752	1033	851	"   462.72"	"   303.87"	"   399.16"	"   107.56"	"   101.31"	"   119.26"	"   159.42"	"   136.04"	"   154.62"	"   136.91"	"   189.96"	"   242.83"	" 8.86"	" 8.25"	" 8.64"	" 6.76"	" 6.68"	" 6.91"	" 7.33"	" 7.10"	" 7.28"	" 7.11"	" 7.58"	" 7.93"	"Tery_0277"	"gene280"	"CDS"	428293	429981	"-"	"CP000393.1"	"Cytochrome-c oxidase"	"PFAM: cytochrome c oxidase%2C subunit I~KEGG: ana:alr2732 cytochrome c oxidase subunit I"	"InterPro:IPR000883,NCBI_GP:ABG49759.1"
"Tery_1567"	873.726969092676	641.595332561436	1338.16523034621	873.551980901618	1.06213471807277	0.146046306011197	7.27258872258869	3.52662802288077e-13	2.53161511642512e-11	960	1930	1405	377	780	733	629	846	617	792	1036	724	"   265.99"	"   301.99"	"   261.09"	"   126.32"	"   133.03"	"   135.11"	"   119.80"	"   121.66"	"   161.15"	"   144.19"	"   190.51"	"   206.59"	" 8.06"	" 8.24"	" 8.03"	" 6.99"	" 7.07"	" 7.09"	" 6.92"	" 6.94"	" 7.34"	" 7.18"	" 7.58"	" 7.70"	"Tery_1567"	"gene1575"	"CDS"	2392917	2393282	"-"	"CP000393.1"	"ferredoxin thioredoxin reductase%2C beta chain"	"PFAM: ferredoxin thioredoxin reductase%2C beta chain~KEGG: ana:alr4065 ferredoxin--thioredoxin reductase catalytic chain"	"InterPro:IPR004209,NCBI_GP:ABG50847.1"
"Tery_1657"	172.751535837415	247.540626440706	80.2023621278118	115.722528340435	-1.6274748413117	0.225741943447536	-7.20944817102604	5.61790752093993e-13	3.96210319897869e-11	64	95	92	155	235	283	297	293	248	188	102	66	"    17.73"	"    14.86"	"    17.10"	"    51.94"	"    40.08"	"    52.16"	"    56.57"	"    42.14"	"    64.77"	"    34.23"	"    18.76"	"    18.83"	" 4.23"	" 3.99"	" 4.18"	" 5.73"	" 5.36"	" 5.73"	" 5.85"	" 5.43"	" 6.04"	" 5.14"	" 4.30"	" 4.31"	"Tery_1657"	"gene1667"	"CDS"	2521887	2523671	"-"	"CP000393.1"	"TPR repeat"	"PFAM: TPR repeat Tetratricopeptide TPR_2~SMART: Tetratricopeptide region~KEGG: pmt:PMT0296 TPR repeat"	"InterPro:IPR001023,InterPro:IPR001440,InterPro:IPR013026,InterPro:IPR013105,NCBI_GP:ABG50930.1"
"Tery_0276"	333.84074783471	215.722656017078	623.689795722581	280.227883582102	1.52802867817803	0.212294569164056	7.19768143007561	6.1245028412212e-13	4.24491403822573e-11	546	629	736	99	198	239	305	306	211	259	320	237	"   151.28"	"    98.42"	"   136.77"	"    33.17"	"    33.77"	"    44.05"	"    58.09"	"    44.01"	"    55.11"	"    47.15"	"    58.85"	"    67.63"	" 7.25"	" 6.64"	" 7.11"	" 5.09"	" 5.12"	" 5.49"	" 5.88"	" 5.49"	" 5.81"	" 5.59"	" 5.90"	" 6.10"	"Tery_0276"	"gene279"	"CDS"	427229	427843	"-"	"CP000393.1"	"cytochrome c oxidase%2C subunit III"	"PFAM: cytochrome c oxidase%2C subunit III~KEGG: ava:Ava_4300 cytochrome c oxidase subunit III"	"InterPro:IPR000298,NCBI_GP:ABG49758.1"
